FUNCTION00,STREET_N01,Segment_Di,Lanes,Median,Park,Shoulder,Bikelane,PedCrossin,Length,Index,Dir_drive,ADTJan2009-Dec2009,ADTJan2010-Dec2010,ADTJan2011-Dec2011,ADTJan2012-Dec2012,ADTJan2013-Dec2013,ADTJan2014-Dec2014,ADTJan2015-Dec2015,ADTJan2016-Dec2016,ADTJan2017-Dec2017,ADTJan2018-Dec2018,CollisionsJan2009-Dec2009,CollisionsJan2010-Dec2010,CollisionsJan2011-Dec2011,CollisionsJan2012-Dec2012,CollisionsJan2013-Dec2013,CollisionsJan2014-Dec2014,CollisionsJan2015-Dec2015,CollisionsJan2016-Dec2016,CollisionsJan2017-Dec2017,CollisionsJan2018-Dec2018,LnAvgADT,LnLength,SumCollisions,Offset,Offset2,Distance_to_school,Distance_to_senior,Number of DFS,Site_ID,Location_D,Direction,Speed_Limi,Ward,Neighbourh,Neighbou_1,Latitude,Longitude,Interventi,Enforcemen,Site_ID.1,Location_D.1,Direction.1,Speed_Limi.1,Ward.1,Neighbourh.1,Neighbou_1.1,Latitude.1,Longitude.1,Interventi.1,Enforcemen.1,Site_ID.2,Location_D.2,Direction.2,Speed_Limi.2,Ward.2,Neighbourh.2,Neighbou_1.2,Latitude.2,Longitude.2,Interventi.2,Enforcemen.2,avgADT,speed_osm,lanes_osm
Arterial-Class B (Non-Primary Highway Truck Route),ANTHONY HENDAY DR [EB-S] NW,E,2,1,0,0,0,0,718.033,Mid244,EBD,6871.86345,7002.5576,7133.25175,7179.773281,7503,7710.489369,7860.935628,7899.500107,8068.360883,8184.512773,0,0,0,3,2,1,1,1,1,1,8.928166367,6.576515529,10,2.302585093,8.879100622,1251.528153,488.5883725,0,,,,,,,,53.42914668,-113.5804376,,,,,,,,,,,,,,,,,,,,,,,,,7541.424484,60,3
Arterial-Class B (Non-Primary Highway Truck Route),ANTHONY HENDAY DR [EB-S] NW,E,2,1,0,0,0,0,646.706,Mid246,EBD,2189.874118,2231.522754,2273.171389,2287.996523,2391,2457.121162,2505.064253,2517.353693,2571.164984,2608.1794,0,1,0,1,2,4,0,0,0,1,7.784575115,6.471891786,9,2.302585093,8.774476879,1238.417496,702.3626453,0,,,,,,,,53.43014315,-113.5827209,,,,,,,,,,,,,,,,,,,,,,,,,2403.244828,60,3
Arterial-Class B (Non-Primary Highway Truck Route),ANTHONY HENDAY DR [WB-S] NW,W,2,1,0,0,0,0,835.236,Mid423,WBD,10406.95936,10604.88656,10802.81376,10873.26739,11362.77178,11677,11904.8404,11963.24362,12218.97152,12394.87549,1,1,1,0,1,0,0,0,0,0,9.343205804,6.72771432,4,2.302585093,9.030299413,1356.831168,2009.122078,0,,,,,,,,53.43796225,-113.4903669,,,,,,,,,,,,,,,,,,,,,,,,,11420.96299,100,2
Arterial-Class B (Non-Primary Highway Truck Route),SHERWOOD PARK FWY [EB-S] NW,E,1,0,2,0,0,0,983.302,Mid544,EBD,13583.44753,13841.78752,14100.12751,14192.0855,14831,15241.13925,15538.52276,15614.75224,15948.53529,16178.12994,4,2,5,3,5,2,2,2,3,0,9.609583011,6.890916296,28,2.302585093,9.193501389,479.1076717,705.7097505,0,,,,,,,,53.51559836,-113.4298042,,,,,,,,,,,,,,,,,,,,,,,,,14906.95276,80,4
Arterial-Class B (Non-Primary Highway Truck Route),SHERWOOD PARK FWY [EB-S] NW,E,1,0,2,0,0,0,1416.61,Mid549,EBD,17214.60008,17542,16838,16134,18804,18633,17277.5,15922,16262.35081,16496.46314,2,2,2,4,7,2,1,0,2,2,9.747558124,7.256021972,24,2.302585093,9.558607065,1244.290024,1453.879507,0,,,,,,,,53.51628516,-113.4047837,,,,,,,,,,,,,,,,,,,,,,,,,17112.3914,70,2
Arterial-Class B (Non-Primary Highway Truck Route),SHERWOOD PARK FWY [WB-S] NW,W,1,0,2,0,0,0,986.492,Mid555,WBD,18654.68676,19009.4753,19364.26385,19490.5534,20368,20931.26049,21339.66905,21444.35801,21902.75549,22218.06693,5,1,3,2,6,1,1,0,1,0,9.926828468,6.894155216,20,2.302585093,9.196740309,446.7199354,710.7139718,0,,,,,,,,53.51604622,-113.4295027,,,,,,,,,,,,,,,,,,,,,,,,,20472.30893,80,1
Arterial-Class B (Non-Primary Highway Truck Route),SHERWOOD PARK FWY [WB-S] NW,W,1,0,2,0,0,0,1368.18,Mid562,WBD,19732.70884,20108,18714.5,17321,19141,18842,17598.5,16355,16704.60668,16945.08571,0,0,1,1,1,0,0,1,2,3,9.806218662,7.221236668,9,2.302585093,9.523821761,1273.515784,1451.902313,0,,,,,,,,53.51664212,-113.4042856,,,,,,,,,,,,,,,,,,,,,,,,,18146.24012,100,2
Arterial-Class B (Non-Primary Highway Truck Route),STONY PLAIN RD [EB-S] NW,E,2,0,0,0,0,0,608.993,Mid565,EBD,22024.21681,22443.08955,22861.9623,23011.06309,24046.99976,24712,25194.17795,25317.77651,25858.97271,26231.23773,0,0,4,0,0,0,0,0,2,0,10.09287366,6.411806773,6,2.302585093,8.714391866,920.4268258,1332.69348,0,,,,,,,,53.5410472,-113.6747053,,,,,,,,,,,,,,,,,,,,,,,,,24170.14964,90,2
Arterial-Class B (Non-Primary Highway Truck Route),STONY PLAIN RD [EB-S] NW,E,2,0,0,0,0,0,429.509,Mid566,EBD,18176.55707,18522.25219,18867.94731,18991,19769,21622.33333,23475.66667,25329,25870.43611,26242.86616,0,0,0,0,0,0,0,0,0,0,9.98445472,6.062642696,0,2.302585093,8.365227789,542.0023154,1969.169759,0,,,,,,,,53.54122899,-113.7104692,,,,,,,,,,,,,,,,,,,,,,,,,21686.70588,80,2
Arterial-Class B (Non-Primary Highway Truck Route),STONY PLAIN RD [WB-S] NW,W,2,0,0,0,0,0,477.862,Mid570,WBD,24637.22868,25105.79761,25574.36653,25741.15704,26900,31068,33392,32055,32740.21199,33211.53913,0,0,0,0,0,0,0,0,0,0,10.27651659,6.169321988,0,2.302585093,8.471907081,885.7964492,1809.621437,0,,,,,,,,53.54124699,-113.6499873,,,,,,,,,,,,,,,,,,,,,,,,,29042.5301,70,1
Arterial-Class B (Non-Primary Highway Truck Route),STONY PLAIN RD [WB-S] NW,W,2,0,0,0,0,0,1164.45,Mid571,WBD,24251.36133,24712.59154,25173.82176,25338,22803,27387,30219,30367.24953,31016.38394,31462.8949,3,1,2,0,2,2,2,2,2,3,10.21365726,7.060004152,19,2.302585093,9.362589245,1024.809706,1387.983367,0,,,,,,,,53.54121018,-113.6686079,,,,,,,,,,,,,,,,,,,,,,,,,27273.1303,70,1
Arterial-Class B (Non-Primary Highway Truck Route),STONY PLAIN RD [WB-S] NW,W,2,0,0,0,0,0,454.932,Mid576,WBD,19459.09019,19829.17747,20199.26475,20331,21503,23676,25849,28022,28621.00204,29033.02916,0,1,2,2,0,0,1,0,1,0,10.0712138,6.120147957,7,2.302585093,8.42273305,558.9248267,1964.44032,0,,,,,,,,53.54140825,-113.7102794,,,,,,,,,,,,,,,,,,,,,,,,,23652.25636,70,2
Arterial-Class B (Non-Primary Highway Truck Route),TERWILLEGAR DR [NB-S] NW,N,2,0,0,0,0,0,1321.16,Mid586,NBD,15346,14597,13848,13099,12350,12812,13006,12800,13073.61452,13261.8219,1,0,1,1,1,2,0,1,4,1,9.5044525,7.186265418,12,2.302585093,9.488850511,647.1765337,669.8803885,0,,,,,,,,53.46313272,-113.5857343,,,,,,,,,,,,,,,,,,,,,,,,,13419.34364,60,3
Arterial-Class B (Non-Primary Highway Truck Route),TERWILLEGAR DR [NB-S] NW,N,2,0,0,0,0,0,942.881,Mid588,NBD,17844,17723,17602,17481,17360,18539,19284,18552,18948.57005,19221.35311,3,6,4,3,2,3,5,2,6,1,9.812221263,6.848940082,35,2.302585093,9.151525175,259.2848074,697.6878848,0,,,,,,,,53.47227195,-113.5781357,,,,,,,,,,,,,,,,,,,,,,,,,18255.49232,70,2
Arterial-Class B (Non-Primary Highway Truck Route),TERWILLEGAR DR [NB-S] NW,N,2,0,0,0,0,0,1431.38,Mid592,NBD,19120,19626,20132,20638,21144,19660,23207,22567,23049.39523,23381.21365,5,3,4,3,5,6,6,5,2,2,9.964227974,7.266394293,41,2.302585093,9.568979386,308.2602854,1267.686993,0,,,,,,,,53.48230797,-113.5701693,,,,,,,,,,,,,,,,,,,,,,,,,21252.46089,80,3
Arterial-Class B (Non-Primary Highway Truck Route),TERWILLEGAR DR [SB-S] NW,S,2,0,0,0,0,0,655.78,Mid597,SBD,10704.41556,10908,11386,11864,12342,13287.5,14233,15612,15945.72421,16175.2784,0,0,0,2,2,0,0,0,0,0,9.491435182,6.485825367,4,2.302585093,8.78841046,893.2278481,1353.14809,0,,,,,,,,53.45479077,-113.5901213,,,,,,,,,,,,,,,,,,,,,,,,,13245.79182,70,2
Arterial-Class B (Non-Primary Highway Truck Route),TERWILLEGAR DR [SB-S] NW,S,2,0,0,0,0,0,1243.69,Mid601,SBD,15730,15030,14330,13630,12930,13328,13995,14407,14714.96597,14926.80219,1,3,3,1,6,2,5,3,6,1,9.56816703,7.125838046,31,2.302585093,9.428423139,594.9711162,580.0856701,0,,,,,,,,53.46349299,-113.5859748,,,,,,,,,,,,,,,,,,,,,,,,,14302.17682,70,2
Arterial-Class B (Non-Primary Highway Truck Route),TERWILLEGAR DR [SB-S] NW,S,2,0,0,0,0,0,952.274,Mid605,SBD,17066.4,17238.8,17411.2,17583.6,17756,18456,19825,19331,19744.22205,20028.4593,2,2,7,5,8,1,2,1,1,6,9.822498088,6.858852809,35,2.302585093,9.161437902,311.2518602,594.0059257,0,,,,,,,,53.47281187,-113.5783518,,,,,,,,,,,,,,,,,,,,,,,,,18444.06814,50,1
Arterial-Class B (Non-Primary Highway Truck Route),TERWILLEGAR DR [SB-S] NW,S,2,0,0,0,0,0,1429.84,Mid606,SBD,19359,19651,19943,20235,20527,21110,16880,22373,22851.24826,23180.21416,2,4,10,8,8,10,8,4,9,10,9.933577585,7.265317829,73,2.302585093,9.567902922,291.1500493,1210.3627,0,,,,,,,,53.48230897,-113.570448,,,,,,,,,,,,,,,,,,,,,,,,,20610.94624,70,1
Arterial-Class B (Non-Primary Highway Truck Route),WAYNE GRETZKY DR [NB-S] NW,N,3,1,0,1,0,0,389.677,Mid615,NBD,23106.10233,23545.55116,23985,25022.75,26060.5,27098.25,28136,26069.33333,24002.66667,21936,3,3,4,2,3,3,1,1,0,0,10.12247108,5.965318191,20,2.302585093,8.267903284,524.0600794,415.8648147,0,,,,,,,,53.5666441,-113.4500696,,,,,,,,,,,,,,,,,,,,,,,,,24896.21535,70,3
Arterial-Class B (Non-Primary Highway Truck Route),WAYNE GRETZKY DR [NB-S] NW,N,3,1,0,1,0,0,828.232,Mid618,NBD,17941.54887,18282.77444,18624,18338,19163.55971,19693.51239,20077.77013,20176.26843,20607.55905,20904.22488,8,4,6,3,7,7,5,6,3,3,9.872044448,6.719293308,52,2.302585093,9.021878401,866.2864131,558.8644235,0,,,,,,,,53.57564323,-113.4529362,,,,,,,,,,,,,,,,,,,,,,,,,19380.92179,60,3
Arterial-Class B (Non-Primary Highway Truck Route),WAYNE GRETZKY DR [SB-S] NW,S,3,1,0,1,0,0,426.248,Mid632,SBD,24016.47409,24473.23704,24930,25493.5,26057,26620.5,27184,26018.33333,24852.66667,23687,3,2,2,1,3,3,4,1,0,0,10.13987387,6.055021337,19,2.302585093,8.357606429,484.4379263,380.104843,0,,,,,,,,53.56646474,-113.4501474,,,,,,,,,,,,,,,,,,,,,,,,,25333.27111,80,2
Arterial-Class B (Non-Primary Highway Truck Route),WAYNE GRETZKY DR [SB-S] NW,S,3,1,0,1,0,0,566.957,Mid635,SBD,18373.13252,18722.56626,19072,17814,19094.33333,20374.66667,21655,21761.23593,22226.40703,22546.37775,1,1,3,0,3,1,2,0,0,1,9.911652724,6.340283463,12,2.302585093,8.642868556,959.0088645,641.5415006,0,,,,,,,,53.57447549,-113.4530328,,,,,,,,,,,,,,,,,,,,,,,,,20163.97195,60,3
Arterial-Class B (Non-Primary Highway Truck Route),YELLOWHEAD TR [WB-S],W,3,1,0,0,0,0,927.662,Mid837,WBD,33839.09621,34482.67302,35126.24982,35355.33566,36947,37968.73926,38709.58132,38899.48427,39731.00487,40302.97127,2,0,1,0,0,0,0,0,0,0,10.52234788,6.832667442,3,2.302585093,9.135252535,2352.271332,2702.893292,0,,,,,,,,53.57063545,-113.3500405,,,,,,,,,,,,,,,,,,,,,,,,,37136.21357,100,3
Arterial-Class C (Truck Route Low speeds),100 AV NW,D,2,0,0,0,0,0,759.796,Mid890,EBD,23779.96303,24232.22784,24684.49266,24845.4796,25964,26413.5,26863,26766,27338.15361,27731.71288,4.5,5,8,6,5,5,7,3.5,4,3,10.1605243,6.633049976,51,2.302585093,8.935635069,616.7129768,558.2905704,0,,,,,,,,53.53769484,-113.6340753,,,,,,,,,,,,,,,,,,,,,,,,,25861.85296,50,2
Arterial-Class C (Truck Route Low speeds),100 AV NW,D,2,0,0,0,0,0,312.794,Mid894,EBD,21448.2,21935.4,22422.6,22909.8,23397,25995,26054.5,26114,26672.21637,27056.18883,4,2,1,6.5,5.5,3,2,1.5,2.5,1,10.10235851,5.745544827,29,2.302585093,8.04812992,968.8210816,343.3260873,0,,,,,,,,53.53917837,-113.6199429,,,,,,,,,,,,,,,,,,,,,,,,,24400.49052,60,2
Arterial-Class C (Truck Route Low speeds),101 AV [EB-S] NW,E,2,0,1,0,0,0,571.323,Mid905,EBD,15853.25,14312.5,12771.75,11231,12593.66667,13956.33333,15319,15201,15525.93862,15749.44958,0,4,1,0,0,1,0,1,3,1,9.564609642,6.347954724,11,2.302585093,8.650539817,935.3078667,204.4947784,0,,,,,,,,53.54104287,-113.4141019,,,,,,,,,,,,,,,,,,,,,,,,,14251.38882,60,3
Arterial-Class C (Truck Route Low speeds),101 AV [WB-S] NW,W,2,0,1,0,0,0,507.721,Mid912,WBD,16184,14082,11980,9878,11769.33333,13660.66667,15552,15468,15798.64605,16026.0829,1,0,1,2,0,1,0,0,2,3,9.549656624,6.229932084,10,2.302585093,8.532517177,915.6846421,185.2224985,0,,,,,,,,53.54122025,-113.4136228,,,,,,,,,,,,,,,,,,,,,,,,,14039.87289,60,2
Arterial-Class C (Truck Route Low speeds),101 ST NW,D,2,0,1,0,0,0,363.803,Mid919,NBD,9392.666667,9273.333333,9154,9034.666667,8915.333333,8796,8827,8858,9047.349799,9177.595185,6.5,5,6,1.5,1.5,7,1.5,1.5,2.5,2.5,9.1102542,5.896612512,35.5,2.302585093,8.199197605,165.6773265,296.2152741,0,,,,,,,,53.5562333,-113.4937111,,,,,,,,,,,,,,,,,,,,,,,,,9047.594498,50,2
Arterial-Class C (Truck Route Low speeds),101 ST NW,D,2,0,1,0,0,0,363.803,Mid919,SBD,11231.33333,11062.66667,10894,10725.33333,10556.66667,10388,10610.5,10833,11064.56766,11223.85286,6.5,6,3,1.5,3.5,4,4.5,0.5,2.5,3.5,9.292748776,5.896612512,35.5,2.302585093,8.199197605,165.6773265,296.2152741,0,,,,,,,,53.5562333,-113.4937111,,,,,,,,,,,,,,,,,,,,,,,,,10858.99205,50,2
Arterial-Class C (Truck Route Low speeds),106 ST [NB-S] NW,N,2,0,1,0,0,0,398.289,Mid977,NBD,7700.941402,7847.403566,7993.865729,8046,8385.666667,8725.333333,9065,9109.471424,9304.19671,9438.139657,0,0,0,0,0,1,0,0,0,0,9.055042583,5.987177872,1,2.302585093,8.289762965,681.647889,913.2229858,0,,,,,,,,53.5726274,-113.5031592,,,,,,,,,,,,,,,,,,,,,,,,,8561.601849,50,2
Arterial-Class C (Truck Route Low speeds),106 ST [SB-S] NW,S,2,0,1,0,0,0,390.871,Mid980,SBD,3366.170881,3430.191193,3494.211505,3517,3657.333333,3797.666667,3938,3957.319191,4041.911378,4100.098618,0,0,0,0,0,0,0,0,0,0,8.224160906,5.968377582,0,2.302585093,8.270962675,681.647889,913.2229858,0,,,,,,,,53.57253834,-113.5033535,,,,,,,,,,,,,,,,,,,,,,,,,3729.990277,60,2
Arterial-Class C (Truck Route Low speeds),107 AV [EB-S] NW,E,3,1,0,0,0,0,386.949,Mid986,EBD,11859,11340,10368.5,9397,10276,11155,12183,11500,11745.82555,11914.91811,0,0,1,1,2,0,1,0,1,1,9.321338161,5.958292901,7,2.302585093,8.260877994,611.2729082,1122.406687,0,,,,,,,,53.55126319,-113.6056612,,,,,,,,,,,,,,,,,,,,,,,,,11173.92437,60,2
Arterial-Class C (Truck Route Low speeds),107 AV [EB-S] NW,E,3,1,0,0,0,0,830.318,Mid987,EBD,10907.55216,11115,10689.33333,10263.66667,9838,11203,12568,12629.65658,12899.62981,13085.33251,0,1,0,2,0,1,1,1,0,0,9.351832739,6.72180876,6,2.302585093,9.024393853,292.2791787,891.8145292,0,,,,,,,,53.55123283,-113.5965581,,,,,,,,,,,,,,,,,,,,,,,,,11519.91711,60,2
Arterial-Class C (Truck Route Low speeds),107 AV [EB-S] NW,E,3,1,0,0,0,0,829.917,Mid988,EBD,12039.25,11274.5,10509.75,9745,8463,11890,12121.99643,12181.46499,12441.85762,12620.97024,3,3,4,2,2,0,3,0,0,2,9.335101575,6.721325696,19,2.302585093,9.023910789,213.4355856,771.0302707,0,,,,,,,,53.5510108,-113.5842036,,,,,,,,,,,,,,,,,,,,,,,,,11328.77893,40,2
Arterial-Class C (Truck Route Low speeds),107 AV [EB-S] NW,E,3,1,0,0,0,0,365.076,Mid989,EBD,9286.879744,9463.504449,9640.129154,9703,11285,11241,16913,16995.97244,17359.28064,17609.18434,4,1,0,4,2,1,5,1,0,2,9.468827521,5.900105551,20,2.302585093,8.202690644,417.979348,389.4920616,0,,,,,,,,53.55093313,-113.5385216,,,,,,,,,,,,,,,,,,,,,,,,,12949.69508,50,4
Arterial-Class C (Truck Route Low speeds),107 AV [EB-S] NW,E,3,1,0,0,0,0,340.188,Mid992,EBD,17205.5,17469,15490.5,13512,15277,17042,14009,15506,15837.45834,16065.45393,1,2,1,0,1,2,1,0,2,1,9.664048906,5.829498406,11,2.302585093,8.132083499,129.8838699,726.4582545,0,,,,,,,,53.55089805,-113.5529443,,,,,,,,,,,,,,,,,,,,,,,,,15741.39123,60,3
Arterial-Class C (Truck Route Low speeds),107 AV [EB-S] NW,E,3,1,0,0,0,0,535.125,Mid993,EBD,12433.52999,12670,12583.66667,12497.33333,12411,14631.75,16852.5,16935.17564,17297.18423,17546.19399,3,0,0,1,1,1,2,2,1,0,9.587806021,6.282500364,11,2.302585093,8.585085457,185.2559324,390.2512956,0,,,,,,,,53.55095807,-113.5450324,,,,,,,,,,,,,,,,,,,,,,,,,14585.83339,40,2
Arterial-Class C (Truck Route Low speeds),107 AV [WB-S] NW,W,3,1,0,0,0,0,360.312,Mid995,WBD,8961.460893,9131.896543,9302.332193,9363,11336,11473,16016,16094.57191,16438.61164,16675.26142,3,0,2,0,1,5,0,1,0,1,9.431819616,5.886970323,13,2.302585093,8.189555416,413.5237512,396.518091,0,,,,,,,,53.55102307,-113.5385418,,,,,,,,,,,,,,,,,,,,,,,,,12479.21346,40,2
Arterial-Class C (Truck Route Low speeds),107 AV [WB-S] NW,W,3,1,0,0,0,0,449.342,Mid996,WBD,10688.71418,10892,11330,11768,12206,13576,14946,15019.32266,15340.37772,15561.21735,0,1,1,0,1,1,0,2,0,0,9.482865394,6.10778429,6,2.302585093,8.410369383,245.7314671,396.518091,0,,,,,,,,53.55095596,-113.5444771,,,,,,,,,,,,,,,,,,,,,,,,,13132.76319,50,2
Arterial-Class C (Truck Route Low speeds),107 AV [WB-S] NW,W,3,1,0,0,0,0,337.684,Mid1000,WBD,17632.5,18283,16752.5,15222,16226.5,17231,13483,16926,17287.81245,17536.6873,0,1,0,0,0,0,2,0,0,0,9.720651862,5.822110547,3,2.302585093,8.12469564,140.7738669,735.3680586,0,,,,,,,,53.55107784,-113.5529635,,,,,,,,,,,,,,,,,,,,,,,,,16658.09998,60,2
Arterial-Class C (Truck Route Low speeds),107 AV [WB-S] NW,W,3,1,0,0,0,0,350.73,Mid1003,WBD,11412,11404,9838,8272,9603.5,10935,11329,10459,10682.57299,10836.359,0,1,1,0,0,1,1,0,0,0,9.256951325,5.860016697,4,2.302585093,8.16260179,614.3402093,1125.273724,0,,,,,,,,53.55135226,-113.6054204,,,,,,,,,,,,,,,,,,,,,,,,,10477.1432,60,3
Arterial-Class C (Truck Route Low speeds),107 AV [WB-S] NW,W,3,1,0,0,0,0,828.445,Mid1004,WBD,11275.55324,11490,10915.16667,10340.33333,9765.5,10730.25,11695,11752.37378,12003.5941,12176.39749,1,2,1,0,1,1,1,0,0,1,9.324955449,6.71955045,8,2.302585093,9.022135543,292.2791787,900.6446902,0,,,,,,,,53.55132268,-113.5965542,,,,,,,,,,,,,,,,,,,,,,,,,11214.41686,60,2
Arterial-Class C (Truck Route Low speeds),107 AV [WB-S] NW,W,3,1,0,0,0,0,827.026,Mid1005,WBD,12907,11888,10869,9850,9582,12566,12811.18647,12874.03608,13149.23321,13338.52919,2,4,2,0,4,4,3,0,0,0,9.391285857,6.717836133,19,2.302585093,9.020421226,224.1672585,771.0302707,0,,,,,,,,53.55110074,-113.5842253,,,,,,,,,,,,,,,,,,,,,,,,,11983.4985,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55139617,-113.4973405,,,,,,,,,,,,,,,,,,,,,,,,,9897.428615,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55139617,-113.4973405,,,,,,,,,,,,,,,,,,,,,,,,,8834.010368,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55098774,-113.529475,,,,,,,,,,,,,,,,,,,,,,,,,9909.564375,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55142733,-113.5048109,,,,,,,,,,,,,,,,,,,,,,,,,10417.62167,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55142733,-113.5048109,,,,,,,,,,,,,,,,,,,,,,,,,9876.583798,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5758697,-113.5049345,,,,,,,,,,,,,,,,,,,,,,,,,8898.423565,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57919451,-113.5049349,,,,,,,,,,,,,,,,,,,,,,,,,10137.24969,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57578062,-113.5051212,,,,,,,,,,,,,,,,,,,,,,,,,3356.630335,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57964458,-113.5051229,,,,,,,,,,,,,,,,,,,,,,,,,3355.054989,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55332798,-113.4867183,,,,,,,,,,,,,,,,,,,,,,,,,8076.057192,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55332798,-113.4867183,,,,,,,,,,,,,,,,,,,,,,,,,8244.453039,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52063462,-113.5119433,,,,,,,,,,,,,,,,,,,,,,,,,15677.85689,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.53562642,-113.5083152,,,,,,,,,,,,,,,,,,,,,,,,,11132.7646,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50526873,-113.5120083,,,,,,,,,,,,,,,,,,,,,,,,,10291.42993,50,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.50526873,-113.5120083,,,,,,,,,,,,,,,,,,,,,,,,,14613.45759,50,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51515353,-113.5120425,,,,,,,,,,,,,,,,,,,,,,,,,15843.72278,40,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51515353,-113.5120425,,,,,,,,,,,,,,,,,,,,,,,,,18113.44418,40,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5103909,-113.5120354,,,,,,,,,,,,,,,,,,,,,,,,,15002.69274,40,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5103909,-113.5120354,,,,,,,,,,,,,,,,,,,,,,,,,18065.99236,40,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52809419,-113.5122286,,,,,,,,,,,,,,,,,,,,,,,,,24331.92828,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55887047,-113.5964326,,,,,,,,,,,,,,,,,,,,,,,,,12582.29878,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55891847,-113.5842106,,,,,,,,,,,,,,,,,,,,,,,,,14234.15653,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55883424,-113.5606466,,,,,,,,,,,,,,,,,,,,,,,,,15746.44462,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55878451,-113.5241576,,,,,,,,,,,,,,,,,,,,,,,,,12616.83464,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55885855,-113.4982934,,,,,,,,,,,,,,,,,,,,,,,,,11184.1619,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55895979,-113.5962703,,,,,,,,,,,,,,,,,,,,,,,,,14765.0322,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55891838,-113.5841849,,,,,,,,,,,,,,,,,,,,,,,,,15372.36828,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55892279,-113.5602895,,,,,,,,,,,,,,,,,,,,,,,,,16553.5982,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55895269,-113.4993155,,,,,,,,,,,,,,,,,,,,,,,,,12243.68686,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55893072,-113.5385402,,,,,,,,,,,,,,,,,,,,,,,,,13988.42858,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55893072,-113.5385402,,,,,,,,,,,,,,,,,,,,,,,,,13804.062,40,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55886709,-113.5453882,,,,,,,,,,,,,,,,,,,,,,,,,14950.76068,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55886709,-113.5453882,,,,,,,,,,,,,,,,,,,,,,,,,15511.83532,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55890339,-113.5315091,,,,,,,,,,,,,,,,,,,,,,,,,14098.00679,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55890339,-113.5315091,,,,,,,,,,,,,,,,,,,,,,,,,14034.36206,50,2
